,PersonID,ActivityCVP,ActivityVISUM,ActivitySector,EducationPlace,Age,AgeGroup,BasicSettlementCode,CadastralAreaCode,DistrictCode,DeclaredJourneyTime,Education,Gender,JourneyMainMode,PrimaryLocTownCode,PrimaryLocDistrictCode,PrimaryLocRegionCode,PrimaryLocStateCode,PrimaryLocRelationHome,TownCode,TownSize,RegionCode
1770,1771,1,1,99,4,45,5,504910,650498,4214,2,2,1,6,554804,4214,3069,203,1,568007,4,CZ042
1774,1775,8,2,99,3,26,3,1558110,755818,4214,3,2,1,3,554782,1100,3018,203,4,568015,4,CZ042
1775,1776,8,2,99,3,20,3,1671180,767115,4214,1,88,1,6,568309,4214,3069,203,6,568309,2,CZ042
1778,1779,1,1,8,4,45,5,1558110,755818,4214,2,4,2,6,554804,4214,3069,203,1,568015,4,CZ042
1784,1785,8,2,99,3,28,3,1671180,767115,4214,2,2,2,3,554791,3209,3042,203,4,568309,2,CZ042
1785,1786,1,1,5,4,58,6,517990,651796,4214,2,4,2,6,554804,4214,3069,203,1,568015,4,CZ042
1786,1787,1,1,5,4,58,6,517990,651796,4214,2,4,1,6,554804,4214,3069,203,1,568015,4,CZ042
1789,1790,8,2,99,3,20,3,834110,683418,4214,3,88,2,4,554804,4214,3069,203,1,568058,3,CZ042
1801,1802,1,1,1,4,55,6,834110,683418,4214,3,2,2,4,554804,4214,3069,203,1,568058,3,CZ042
1804,1805,6,3,99,4,68,7,1268020,726800,4214,1,2,1,1,554804,4214,3069,203,4,568155,4,CZ042
1812,1813,8,2,99,3,24,3,1268020,726800,4214,3,1,1,5,554804,4214,3069,203,1,568155,4,CZ042
1820,1821,8,2,99,2,18,2,1268020,726800,4214,3,88,2,4,568155,4214,3069,203,6,568155,4,CZ042
1823,1824,12,4,9,4,43,5,834110,683418,4214,2,3,1,4,554804,4214,3069,203,6,568058,3,CZ042
1826,1827,1,1,1,4,62,7,517990,651796,4214,2,2,1,6,567442,4213,3069,203,2,568015,4,CZ042
1828,1829,13,5,99,0,6,1,1350710,735078,4214,1,88,1,6,554804,4214,3069,203,1,530620,99,CZ042
1859,1860,6,3,99,4,71,8,1350710,735078,4214,1,2,2,6,554804,4214,3069,998,1,530620,99,CZ042
1873,1874,1,1,1,4,42,5,1350710,735078,4214,2,2,1,6,554804,4214,3069,203,1,530620,99,CZ042
1874,1875,1,1,8,4,36,4,1749710,774979,4214,2,2,2,3,554804,4214,3069,203,1,553697,4,CZ042
1875,1876,6,3,99,4,77,8,834110,683418,4214,9,1,2,4,562335,4202,3069,203,2,568058,3,CZ042
1878,1879,6,3,99,4,72,8,834110,683418,4214,2,2,1,7,554804,4214,3069,203,6,568058,3,CZ042
1881,1882,8,2,99,3,20,3,1268020,726800,4214,2,88,2,5,554804,4214,3069,203,1,568155,4,CZ042
1885,1886,1,1,4,4,60,6,834110,683418,4214,3,2,1,8,554804,4214,3069,203,1,568058,3,CZ042
1896,1897,8,2,99,3,20,3,1350710,735078,4214,2,88,1,3,568007,4214,3069,203,1,530620,99,CZ042
1903,1904,1,1,9,4,55,6,517990,651796,4214,4,4,2,3,568015,4214,3069,203,6,568015,4,CZ042
1912,1913,1,1,9,4,48,5,1350710,735078,4214,1,2,1,7,568015,4214,3069,203,3,530620,99,CZ042
1929,1930,3,2,99,3,22,3,1268110,726818,4214,1,1,1,3,554804,4214,3069,203,1,568155,4,CZ042
1941,1942,7,5,99,4,48,5,517990,651796,4214,1,2,1,3,554804,4214,3069,203,4,568015,4,CZ042
1949,1950,1,1,7,4,46,5,3238370,765732,4214,1,4,2,6,554804,4214,3069,203,1,568295,2,CZ042
1950,1951,1,1,9,4,44,5,1786830,778681,4214,3,2,2,4,554804,4214,3069,203,1,568350,4,CZ042
1953,1954,6,3,99,3,25,3,517990,651796,4214,1,1,1,6,567639,4213,3069,203,1,568015,4,CZ042
1961,1962,4,5,1,4,39,4,1350710,735078,4214,4,2,2,6,530620,4214,3069,203,3,530620,99,CZ042
1962,1963,6,3,99,4,39,4,1268110,726818,4214,3,2,2,1,568155,4214,3069,203,1,568155,4,CZ042
1982,1983,1,1,9,4,38,4,517990,651796,4214,1,2,1,1,568015,4214,3069,203,4,568015,4,CZ042
1989,1990,13,5,99,0,6,1,1350710,735078,4214,3,88,2,7,530620,4214,3069,203,1,530620,99,CZ042
1991,1992,8,2,99,3,24,3,3238370,765732,4214,6,1,1,5,562858,4212,3069,203,2,568295,2,CZ042
1997,1998,1,1,9,4,54,6,1450330,745031,4214,2,2,2,4,554804,4214,3069,203,1,568201,3,CZ042
2004,2005,1,1,9,4,48,5,517990,651796,4214,1,4,2,3,554804,4214,3069,203,1,568015,4,CZ042
2005,2006,6,3,99,4,63,7,883910,688398,4214,2,1,2,4,555223,4214,3069,203,6,555223,2,CZ042
2010,2011,8,2,99,2,19,2,1786830,778681,4214,1,88,2,1,568350,4214,3069,203,4,568350,4,CZ042
2015,2016,1,1,1,4,57,6,517990,651796,4214,3,4,1,3,554804,4214,3069,203,1,568015,4,CZ042
2021,2022,1,1,1,4,42,5,1558110,755818,4214,5,2,1,6,554804,4214,3018,998,5,568015,4,CZ042
2023,2024,1,1,4,4,42,5,517990,651796,4214,1,2,1,6,554804,4214,3069,203,1,568015,4,CZ042
2029,2030,8,2,99,3,21,3,1749710,774979,4214,3,1,1,3,554804,4214,3069,203,1,553697,4,CZ042
2030,2031,1,1,6,4,52,6,1749710,774979,4214,1,2,2,1,553697,4214,3069,203,4,553697,4,CZ042
2046,2047,1,1,8,4,56,6,710210,671029,4214,3,2,2,3,568007,4214,3069,203,1,553697,4,CZ042
2056,2057,8,2,99,2,19,2,1767110,776726,4214,1,88,1,4,568350,4214,3069,203,4,568350,4,CZ042
2067,2068,8,2,99,3,24,3,504910,650498,4214,3,1,1,4,554804,4214,3069,203,1,568007,4,CZ042
2070,2071,1,1,8,4,46,5,1767110,776726,4214,2,1,2,1,568350,4214,3069,203,4,568350,4,CZ042
2071,2072,1,1,5,4,41,5,517990,651796,4214,1,4,1,6,553697,4214,3069,203,1,568015,4,CZ042
2080,2081,99,99,99,4,58,6,1268110,726818,4214,3,2,2,5,568155,4214,3069,203,2,568155,4,CZ042
2089,2090,1,1,1,4,39,4,1558110,755818,4214,1,2,1,6,554804,4214,3069,203,1,568015,4,CZ042
2090,2091,1,1,8,4,48,5,517990,651796,4214,2,2,2,4,554804,4214,3069,203,1,568015,4,CZ042
2098,2099,99,99,99,4,42,5,1268110,726818,4214,3,2,1,5,568155,4214,3069,203,6,568155,4,CZ042
2116,2117,12,4,7,4,35,4,1749710,774979,4214,3,2,2,6,553697,4214,3069,203,6,553697,4,CZ042
2118,2119,12,4,8,4,44,5,517990,651796,4214,5,2,2,6,568023,4214,3069,998,1,568015,4,CZ042
2121,2122,7,5,99,4,35,4,1558110,755818,4214,3,4,2,6,568015,4214,3069,203,6,568015,4,CZ042
2122,2123,1,1,5,4,47,5,504910,650498,4214,3,2,1,3,553697,4214,3069,203,1,568007,4,CZ042
2123,2124,1,1,1,4,61,7,517990,651796,4214,1,2,2,6,554804,4214,3069,203,1,568015,4,CZ042
2129,2130,1,1,9,4,37,4,1767110,776726,4214,3,2,1,5,562335,4202,3069,203,2,568350,4,CZ042
2135,2136,13,5,99,0,7,1,1558110,755818,4214,6,88,1,4,554804,4214,3069,998,1,568015,4,CZ042
2145,2146,12,4,9,4,38,4,1268110,726818,4214,1,2,1,5,554782,1100,3069,203,5,568155,4,CZ042
2147,2148,8,2,99,2,19,2,517990,651796,4214,1,88,2,4,554804,4214,3069,203,1,568015,4,CZ042
2172,2173,1,1,1,4,61,7,1671180,767115,4214,1,2,1,1,568309,4214,3069,203,4,568309,2,CZ042
2176,2177,1,1,8,4,49,5,1268020,726800,4214,2,2,2,6,568155,4214,3069,203,6,568155,4,CZ042
2179,2180,8,2,99,3,30,3,1671180,767115,4214,4,4,1,4,554804,4214,3069,203,1,568309,2,CZ042
2190,2191,8,2,99,3,24,3,517990,651796,4214,2,1,1,3,554804,4214,3069,203,1,568015,4,CZ042
2204,2205,6,3,99,4,75,8,517990,651796,4214,1,2,1,6,554804,4214,3069,203,3,568015,4,CZ042
2215,2216,1,1,9,4,56,6,1786830,778681,4214,2,2,1,4,568350,4214,3069,203,6,568350,4,CZ042
2218,2219,1,1,1,4,42,5,1749710,774979,4214,4,2,1,5,567469,4213,3069,203,2,553697,4,CZ042
2225,2226,6,3,99,4,86,8,1671180,767115,4214,2,1,2,6,554804,4214,3069,998,6,568309,2,CZ042
2230,2231,1,1,4,4,45,5,517990,651796,4214,3,2,1,6,554804,4214,3069,203,3,568015,4,CZ042
2244,2245,1,1,9,4,31,4,517990,651796,4214,1,2,1,6,568015,4214,3069,203,4,568015,4,CZ042
2247,2248,6,3,99,4,79,8,1749710,774979,4214,3,2,1,1,553697,4214,3069,998,1,553697,4,CZ042
2261,2262,1,1,8,4,42,5,1749710,774979,4214,2,2,2,6,554804,4214,3069,203,1,553697,4,CZ042
2285,2286,6,3,99,4,47,5,517990,651796,4214,6,2,2,1,554804,4214,3069,203,1,568015,4,CZ042
2286,2287,1,1,9,4,54,6,1671180,767115,4214,2,2,2,6,553697,4214,3069,203,1,568309,2,CZ042
2338,2339,8,2,99,3,26,3,517990,651796,4214,1,1,1,3,554804,4214,3069,203,1,568015,4,CZ042
2345,2346,8,2,99,3,23,3,1749710,774979,4214,3,1,1,3,554804,4214,3069,203,1,553697,4,CZ042
2347,2348,8,2,99,3,23,3,3238370,765732,4214,6,1,2,8,564567,4205,3069,203,2,568295,2,CZ042
2352,2353,1,1,8,4,46,5,1450330,745031,4214,4,2,2,3,554804,4214,3069,203,1,568201,3,CZ042
2361,2362,3,2,9,4,31,4,517990,651796,4214,5,2,1,5,554804,4214,3069,203,1,568015,4,CZ042
2368,2369,1,1,9,4,44,5,1749710,774979,4214,4,4,2,3,554804,4214,3069,203,1,553697,4,CZ042
2373,2374,8,2,99,2,19,2,517990,651796,4214,2,88,2,3,568007,4214,3069,203,1,568015,4,CZ042
2380,2381,6,3,99,4,77,8,1749710,774979,4214,2,2,2,5,553697,4214,3069,998,1,553697,4,CZ042
2395,2396,6,3,99,4,61,7,1786830,778681,4214,3,2,2,6,568350,4214,3069,203,1,568350,4,CZ042
2397,2398,6,3,99,4,70,7,1450330,745031,4214,3,2,1,3,568201,4214,3069,998,1,568201,3,CZ042
2410,2411,2,1,8,4,70,7,1450330,745031,4214,5,4,2,5,568201,4214,3069,203,6,568201,3,CZ042
2412,2413,1,1,9,3,30,3,1450090,745031,4214,2,2,2,6,554804,4214,3069,203,1,568201,3,CZ042
2418,2419,1,1,9,4,38,4,517990,651796,4214,2,4,1,3,554804,4214,3069,203,5,568015,4,CZ042
2419,2420,1,1,8,4,53,6,1450090,745031,4214,4,2,2,3,554804,4214,3069,203,1,568201,3,CZ042
2443,2444,1,1,9,4,60,6,1786830,778681,4214,3,4,1,4,554804,4214,3069,203,1,568350,4,CZ042
2445,2446,1,1,1,4,39,4,1944920,794490,4214,5,2,1,6,541974,2121,3026,203,4,568015,4,CZ042
2449,2450,1,1,9,4,35,4,1749710,774979,4214,2,4,1,5,567442,4213,3069,203,2,553697,4,CZ042
2452,2453,1,1,7,4,47,5,1268110,726818,4214,3,2,2,5,554804,4214,3069,203,1,568155,4,CZ042
2458,2459,2,1,1,4,68,7,517990,651796,4214,2,2,1,5,568015,4214,3069,203,6,568015,4,CZ042
2460,2461,8,2,99,3,30,3,710300,671029,4214,6,4,1,5,554782,1100,3018,203,4,553697,4,CZ042
2464,2465,8,2,99,3,28,3,1786830,778681,4214,2,2,2,4,554782,1100,3018,203,4,568350,4,CZ042
2465,2466,8,2,99,2,17,2,1268110,726818,4214,4,88,2,5,554804,4214,3069,203,1,568155,4,CZ042
2472,2473,1,1,8,4,47,5,504910,650498,4214,2,4,1,6,567442,4213,3069,203,2,568007,4,CZ042
2482,2483,6,3,99,4,67,7,1268110,726818,4214,4,2,2,6,554804,4214,3069,998,6,568155,4,CZ042
2485,2486,1,1,1,4,39,4,1268110,726818,4214,3,2,1,7,554804,4214,3069,998,6,568155,4,CZ042
2505,2506,1,1,8,4,40,4,504910,650498,4214,2,4,2,3,554804,4214,3069,203,1,568007,4,CZ042
2510,2511,1,1,8,4,61,7,1553900,755419,4214,2,4,2,6,554804,4214,3069,203,1,546925,99,CZ042
2517,2518,12,4,99,4,66,7,1268110,726818,4214,2,2,1,5,568155,4214,3069,203,1,568155,4,CZ042
2550,2551,8,2,99,2,17,2,517990,651796,4214,2,88,1,6,568015,4214,3069,203,6,568015,4,CZ042
2553,2554,12,4,7,4,44,5,517990,651796,4214,2,3,1,3,554804,4214,3069,203,5,568015,4,CZ042
2565,2566,8,2,99,2,19,2,1450330,745031,4214,3,88,1,3,567876,4213,3069,203,2,568201,3,CZ042
2576,2577,1,1,8,4,43,5,1268110,726818,4214,1,4,2,6,554804,4214,3069,203,1,568155,4,CZ042
2580,2581,1,1,8,4,46,5,504910,650498,4214,1,2,2,6,554804,4214,3069,203,1,568007,4,CZ042
2584,2585,8,2,99,3,26,3,1268110,726818,4214,1,2,2,1,554791,3209,3042,203,4,568155,4,CZ042
2592,2593,1,1,1,4,48,5,1268110,726818,4214,2,4,1,7,568155,4214,3069,826,5,568155,4,CZ042
2605,2606,1,1,1,4,58,6,517990,651796,4214,4,2,1,4,567442,4213,3069,203,2,568015,4,CZ042
2610,2611,1,1,8,4,61,7,1418360,741833,4214,2,2,2,6,554804,4214,3069,203,1,568007,4,CZ042
2619,2620,2,1,8,4,66,7,1671180,767115,4214,3,3,2,4,568015,4214,3069,203,1,568309,2,CZ042
2626,2627,1,1,7,4,58,6,1418360,741833,4214,1,2,1,6,568007,4214,3069,203,4,568007,4,CZ042
2628,2629,1,1,8,4,45,5,1749710,774979,4214,1,4,1,3,553697,4214,3069,203,6,553697,4,CZ042
2631,2632,6,3,99,4,74,8,517990,651796,4214,5,2,1,7,568015,4214,3069,203,1,568015,4,CZ042
2633,2634,1,1,8,4,40,4,517990,651796,4214,2,3,2,3,554804,4214,3069,203,1,568015,4,CZ042
2641,2642,8,2,99,2,18,2,517990,651796,4214,2,88,1,3,568007,4214,3069,203,1,568015,4,CZ042
2646,2647,6,3,99,4,66,7,1671180,767115,4214,2,2,1,6,554804,4214,3069,203,4,568309,2,CZ042
2693,2694,1,1,9,4,37,4,1749710,774979,4214,2,2,1,3,554804,4214,3069,203,1,553697,4,CZ042
2699,2700,1,1,6,4,54,6,517990,651796,4214,1,2,1,6,568015,4214,3069,203,4,568015,4,CZ042
2706,2707,1,1,1,4,47,5,517990,651796,4214,1,2,1,6,553697,4214,3069,203,1,568015,4,CZ042
2715,2716,1,1,9,4,37,4,504910,650498,4214,2,2,2,4,554804,4214,3069,203,1,568007,4,CZ042
2716,2717,13,5,99,0,6,1,517990,651796,4214,2,88,1,4,567639,4213,3069,203,1,568015,4,CZ042
2742,2743,1,1,8,4,53,6,517990,651796,4214,2,3,2,3,554804,4214,3069,203,1,568015,4,CZ042
2747,2748,1,1,9,4,52,6,1268020,726800,4214,2,4,2,5,554804,4214,3069,203,1,568155,4,CZ042
2749,2750,1,1,9,4,55,6,1788610,778869,4214,1,2,2,6,568015,4214,3069,203,1,555223,2,CZ042
2762,2763,1,1,1,4,37,4,1268110,726818,4214,1,2,1,1,568155,4214,3069,203,4,568155,4,CZ042
2770,2771,1,1,7,4,64,7,1671180,767115,4214,5,2,2,4,553697,4214,3069,203,1,568309,2,CZ042
2771,2772,1,1,9,4,52,6,1671180,767115,4214,2,4,1,1,568309,4214,3069,203,6,568309,2,CZ042
2783,2784,1,1,7,4,35,4,1268020,726800,4214,2,2,2,7,554804,4214,3069,203,1,568155,4,CZ042
2786,2787,1,1,3,4,49,5,1786830,778681,4214,3,2,2,4,568350,4214,3069,203,6,568350,4,CZ042
2792,2793,8,2,99,3,26,3,517990,651796,4214,2,1,1,3,554804,4214,3069,203,1,568015,4,CZ042
2795,2796,1,1,7,4,62,7,517990,651796,4214,1,1,2,7,568015,4214,3069,203,4,568015,4,CZ042
2799,2800,1,1,7,4,34,4,1788530,778851,4214,2,2,1,6,568147,4214,3069,203,1,555223,2,CZ042
2802,2803,1,1,1,4,39,4,517990,651796,4214,1,4,1,6,553697,4214,3069,203,1,568015,4,CZ042
2817,2818,1,1,1,4,58,6,1268020,726800,4214,1,2,1,1,568155,4214,3069,203,4,568155,4,CZ042
2818,2819,1,1,1,4,45,5,517990,651796,4214,1,2,2,7,553697,4214,3069,203,1,568015,4,CZ042
2819,2820,8,2,99,3,28,3,1268020,726800,4214,9,2,2,5,554782,1100,3018,203,4,568155,4,CZ042
2823,2824,8,2,99,3,23,3,517990,651796,4214,3,1,1,3,554804,4214,3069,203,1,568015,4,CZ042
2850,2851,8,2,99,2,18,2,1788610,778869,4214,1,88,1,4,568058,4214,3069,203,1,555223,2,CZ042
2860,2861,1,1,9,4,54,6,517990,651796,4214,3,2,1,6,568015,4214,3069,203,6,568015,4,CZ042
2868,2869,8,2,99,3,24,3,1786830,778681,4214,1,1,1,6,568350,4214,3069,203,6,568350,4,CZ042
2869,2870,1,1,9,4,47,5,1268290,726826,4214,1,2,1,6,568155,4214,3069,998,5,568155,4,CZ042
2875,2876,1,1,7,4,37,4,1268290,726826,4214,6,2,2,6,554804,4214,3069,203,3,568155,4,CZ042
2877,2878,6,3,99,4,55,6,1200900,720097,4214,2,2,1,6,568147,4214,3069,203,4,568147,2,CZ042
2886,2887,6,3,99,4,72,8,834110,683418,4214,2,1,2,4,568058,4214,3069,203,1,568058,3,CZ042
2892,2893,1,1,8,4,51,6,834110,683418,4214,2,1,2,6,562335,4202,3069,203,2,568058,3,CZ042
2893,2894,1,1,8,4,51,6,1671180,767115,4214,2,4,2,7,554804,4214,3069,203,1,568309,2,CZ042
2896,2897,1,1,1,4,48,5,1268110,726818,4214,4,2,1,4,565555,4211,3069,203,2,568155,4,CZ042
2909,2910,1,1,6,4,51,6,1786910,778699,4214,2,2,1,1,568350,4214,3069,203,4,568350,4,CZ042
2944,2945,1,1,4,4,38,4,1788610,778869,4214,1,2,1,6,553697,4214,3123,203,5,555223,2,CZ042
2958,2959,1,1,9,4,46,5,1450090,745031,4214,2,2,1,6,554804,4214,3069,203,1,568201,3,CZ042
2964,2965,12,4,99,4,44,5,1786910,778699,4214,3,2,1,6,554804,4214,3069,998,1,568350,4,CZ042
2970,2971,1,1,8,4,44,5,1767110,776726,4214,2,4,2,6,554804,4214,3069,203,1,568350,4,CZ042
2983,2984,1,1,9,4,41,5,517990,651796,4214,2,2,1,6,554804,4214,3069,203,1,568015,4,CZ042
3025,3026,7,5,99,4,33,4,517990,651796,4214,2,2,2,7,568015,4214,3069,998,1,568015,4,CZ042
3033,3034,8,2,99,3,20,3,517990,651796,4214,3,88,1,6,568015,4214,3069,203,6,568015,4,CZ042
3055,3056,6,3,99,4,85,8,1651580,765155,4214,4,2,2,6,564567,4205,3069,203,1,568104,2,CZ042
3066,3067,1,1,8,4,66,7,1450330,745031,4214,3,4,1,6,554804,4214,3069,203,1,568201,3,CZ042
3088,3089,6,3,99,4,49,5,1657270,765724,4214,2,1,1,4,568015,4214,3069,998,5,568295,2,CZ042
3091,3092,1,1,4,4,39,4,1651580,765155,4214,3,2,1,6,568287,4214,3069,203,1,568104,2,CZ042
3092,3093,1,1,9,4,62,7,710210,671029,4214,4,2,1,5,567515,4213,3069,203,2,553697,4,CZ042
3097,3098,12,4,99,4,35,4,504910,650498,4214,3,2,2,3,554804,4214,3069,998,1,568007,4,CZ042
3098,3099,1,1,9,4,65,7,517990,651796,4214,3,2,1,3,568015,4214,3069,203,5,568015,4,CZ042
3113,3114,1,1,6,4,57,6,1268110,726818,4214,2,2,1,6,554804,4214,3069,203,1,568155,4,CZ042
3119,3120,1,1,1,4,66,7,504910,650498,4214,2,1,1,6,554804,4214,3069,203,1,568007,4,CZ042
3123,3124,1,1,1,4,37,4,1268110,726818,4214,1,2,1,1,568155,4214,3069,203,4,568155,4,CZ042
3134,3135,1,1,7,4,46,5,1450090,745031,4214,2,2,2,6,554804,4214,3069,203,1,568201,3,CZ042
3135,3136,1,1,9,4,35,4,1268020,726800,4214,1,2,1,5,554804,4214,3069,203,1,568155,4,CZ042
3136,3137,13,5,99,4,62,7,1651580,765155,4214,2,1,2,6,554804,4214,3069,998,1,568104,2,CZ042
3154,3155,12,4,6,4,50,5,904840,690481,4214,1,1,2,5,568091,4214,3069,998,1,568091,2,CZ042
3162,3163,1,1,6,4,39,4,1268020,726800,4214,2,2,1,6,554804,4214,3069,203,1,568155,4,CZ042
3165,3166,6,3,99,4,79,8,517990,651796,4214,2,2,1,6,567787,4213,3069,203,1,568015,4,CZ042
3166,3167,8,2,99,3,20,3,1558110,755818,4214,1,88,2,7,553697,4214,3069,203,1,568015,4,CZ042
3168,3169,8,2,99,3,23,3,517990,651796,4214,2,1,2,4,554804,4214,3069,203,1,568015,4,CZ042
3179,3180,1,1,5,4,55,6,1268110,726818,4214,4,2,2,5,554804,4214,3069,203,1,568155,4,CZ042
3185,3186,1,1,9,4,47,5,517990,651796,4214,2,3,2,3,568015,4214,3069,203,6,568015,4,CZ042
3190,3191,6,3,99,4,69,7,1558110,755818,4214,2,2,1,5,554804,4214,3069,998,1,568015,4,CZ042
3199,3200,1,1,7,4,34,4,517990,651796,4214,6,4,1,5,554782,1100,3018,203,4,568015,4,CZ042
3206,3207,1,1,9,4,49,5,906710,690678,4214,2,2,1,6,554804,4214,3069,203,1,568104,2,CZ042
3210,3211,1,1,1,4,45,5,517990,651796,4214,2,4,1,1,554804,4214,3069,203,5,568015,4,CZ042
3215,3216,8,2,99,3,26,3,335110,633518,4214,6,2,1,5,563889,5105,3077,203,4,568201,3,CZ042
3219,3220,1,1,8,4,33,4,1749710,774979,4214,2,4,2,3,554782,1100,3018,203,4,553697,4,CZ042
3228,3229,1,1,6,4,31,4,1749710,774979,4214,2,2,1,6,554804,4214,3069,203,1,553697,4,CZ042
3234,3235,8,2,99,3,26,3,504910,650498,4214,2,2,1,3,554782,1100,3018,203,4,568007,4,CZ042
3242,3243,8,2,99,2,19,2,517990,651796,4214,1,88,2,3,568015,4214,3069,203,6,568015,4,CZ042
3249,3250,1,1,8,4,62,7,1558110,755818,4214,1,2,2,6,553697,4214,3069,203,1,568015,4,CZ042
3263,3264,1,1,9,4,48,5,1767290,776726,4214,3,2,1,6,568350,4214,3069,998,5,568350,4,CZ042
3267,3268,1,1,9,4,42,5,517990,651796,4214,2,2,1,2,554804,4214,3069,203,1,568015,4,CZ042
3273,3274,12,4,6,4,48,5,517990,651796,4214,1,2,2,1,554804,4214,3069,203,4,568015,4,CZ042
3296,3297,1,1,9,4,62,7,517990,651796,4214,2,2,1,3,568015,4214,3069,203,5,568015,4,CZ042
3302,3303,8,2,99,2,17,2,1268110,726818,4214,2,88,2,6,568155,4214,3069,203,6,568155,4,CZ042
3308,3309,6,3,99,4,66,7,1767290,776726,4214,2,1,2,4,554804,4214,3069,203,5,568350,4,CZ042
3321,3322,1,1,8,4,57,6,303680,630365,4214,2,2,2,7,554804,4214,3069,203,1,567931,2,CZ042
3323,3324,1,1,9,4,52,6,1268110,726818,4214,3,2,1,6,567442,4213,3069,203,2,568155,4,CZ042
3346,3347,1,1,5,4,35,4,1418360,741833,4214,2,4,2,6,554804,4214,3069,203,1,568007,4,CZ042
3348,3349,2,1,8,4,69,7,1268020,726800,4214,1,3,2,1,568155,4214,3069,203,4,568155,4,CZ042
3356,3357,1,1,9,4,47,5,1268110,726818,4214,2,2,2,6,554804,4214,3069,203,1,568155,4,CZ042
3360,3361,6,3,99,4,74,8,906710,690678,4214,3,1,2,4,553697,4214,3069,998,1,568104,2,CZ042
3368,3369,12,4,7,4,61,7,1671180,767115,4214,6,2,2,1,568309,4214,3069,998,6,568309,2,CZ042
3373,3374,1,1,9,4,42,5,1671180,767115,4214,2,2,1,6,568309,4214,3069,203,5,568309,2,CZ042
3375,3376,12,4,9,4,34,4,906710,690678,4214,2,2,2,6,554804,4214,3018,203,2,568104,2,CZ042
3377,3378,1,1,1,4,43,5,1788610,778869,4214,4,2,2,4,554804,4214,3069,203,1,555223,2,CZ042
3381,3382,1,1,1,4,47,5,1268020,726800,4214,3,2,1,5,554804,4214,3069,203,1,568155,4,CZ042
3392,3393,1,1,8,4,51,6,1200900,720097,4214,1,2,2,4,568309,4214,3069,203,1,568147,2,CZ042
3405,3406,7,5,99,4,46,5,1767110,776726,4214,1,2,2,5,568350,4214,3069,203,4,568350,4,CZ042
3419,3420,1,1,9,4,45,5,517990,651796,4214,2,2,1,6,554804,4214,3018,998,5,568015,4,CZ042
3424,3425,6,3,99,4,73,8,1268110,726818,4214,2,2,1,6,568155,4214,3069,203,4,568155,4,CZ042
3446,3447,8,2,99,3,24,3,517990,651796,4214,3,1,1,3,554804,4214,3069,203,1,568015,4,CZ042
3455,3456,2,1,1,4,69,7,517990,651796,4214,1,2,1,6,568007,4214,3069,203,1,568015,4,CZ042
3459,3460,12,4,3,3,27,3,517990,651796,4214,3,1,1,3,554804,4214,3069,203,1,568015,4,CZ042
3462,3463,1,1,9,4,44,5,517990,651796,4214,4,1,2,3,553697,4214,3069,203,1,568015,4,CZ042
3468,3469,1,1,4,4,43,5,834110,683418,4214,1,2,1,6,554804,4214,3069,203,1,568058,3,CZ042
3483,3484,6,3,99,4,70,7,517990,651796,4214,3,1,2,4,554804,4214,3069,203,1,568015,4,CZ042
3500,3501,1,1,5,4,47,5,1786830,778681,4214,6,4,1,6,569810,5205,3085,203,4,568350,4,CZ042
3505,3506,1,1,9,4,43,5,1268110,726818,4214,2,2,1,6,554804,4214,3069,203,1,568155,4,CZ042
3516,3517,1,1,8,3,29,3,517990,651796,4214,3,4,2,4,554804,4214,3069,203,1,568015,4,CZ042
3529,3530,6,3,99,4,84,8,504910,650498,4214,2,1,2,7,568007,4214,3069,998,1,568007,4,CZ042
3533,3534,8,2,99,3,23,3,517990,651796,4214,2,1,1,3,554804,4214,3069,203,1,568015,4,CZ042
3541,3542,1,1,7,4,44,5,517990,651796,4214,2,2,1,6,554804,4214,3069,203,1,568015,4,CZ042
3551,3552,1,1,8,4,56,6,1788610,778869,4214,1,4,2,1,555223,4214,3069,203,4,555223,2,CZ042
3581,3582,3,2,99,4,32,4,517990,651796,4214,6,2,1,5,582786,6203,3115,203,4,568015,4,CZ042
3597,3598,8,2,99,3,26,3,517990,651796,4214,2,2,2,3,554804,4214,3069,203,1,568015,4,CZ042
3599,3600,1,1,6,4,53,6,517990,651796,4214,1,1,2,6,568015,4214,3069,203,6,568015,4,CZ042
3615,3616,1,1,8,4,32,4,517990,651796,4214,3,2,2,3,553697,4214,3069,203,1,568015,4,CZ042
3620,3621,8,2,99,3,25,3,517990,651796,4214,4,1,1,3,554804,4214,3069,203,1,568015,4,CZ042
3623,3624,1,1,1,4,42,5,517990,651796,4214,2,2,1,6,567451,4201,3069,203,2,568015,4,CZ042
3630,3631,8,2,99,3,29,3,1788610,778869,4214,5,1,1,5,564567,4205,3069,203,2,555223,2,CZ042
3635,3636,6,3,99,4,69,7,1268110,726818,4214,1,2,1,5,567027,4209,3069,203,1,568155,4,CZ042
3640,3641,1,1,9,3,28,3,517990,651796,4214,2,1,1,6,567442,4213,3069,203,2,568015,4,CZ042
3648,3649,1,1,6,4,60,6,1268110,726818,4214,2,2,2,5,554804,4214,3069,203,1,568155,4,CZ042
3660,3661,8,2,99,3,23,3,517990,651796,4214,2,1,2,3,554804,4214,3069,203,1,568015,4,CZ042
3662,3663,12,4,7,3,28,3,517990,651796,4214,1,2,1,6,554804,4214,3069,203,4,568015,4,CZ042
