H_ID,H_orp_code,H_orp_name,H_address_city,H_address_city_code,H_address_district,H_address_district_code,H_date,H_persons,H_persons_0005,H_persons_0617,H_persons_1899,H_income,H_venr_car_private,H_venr_car_company,H_venr_util,H_venr_other,H_venr_bike,H_region,H_munpop
181,2103,Brandıs nad Labem-Stará Boleslav,NA,NA,NA,NA,10/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Støedoèeskı kraj,1 000-1 999
182,2103,Brandıs nad Labem-Stará Boleslav,NA,NA,NA,NA,10/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Støedoèeskı kraj,1 000-1 999
183,2103,Brandıs nad Labem-Stará Boleslav,NA,NA,NA,NA,11/10/2018,1,0,0,1,NA,0,0,0,0,0,Støedoèeskı kraj,1 000-1 999
184,2103,Brandıs nad Labem-Stará Boleslav,NA,NA,NA,NA,11/10/2018,1,0,0,1,NA,1,0,0,0,0,Støedoèeskı kraj,1 000-1 999
185,3214,Sušice,NA,NA,NA,NA,29/05/2018,4,0,2,2,30 001–50 000 Kè,2,0,0,0,2,Plzeòskı kraj,1 000-1 999
186,8114,Krnov,NA,NA,NA,NA,18/10/2017,3,0,0,3,22 001–30 000 Kè,0,0,0,0,3,Moravskoslezskı kraj,20 000-49 999
187,5206,Jaromìø,NA,NA,NA,NA,05/06/2018,2,0,0,2,22 001–30 000 Kè,2,0,0,0,2,Královéhradeckı kraj,10 000-19 999
188,4213,Teplice,NA,NA,NA,NA,24/03/2019,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Ústeckı kraj,1 000-1 999
189,5301,Èeská Tøebová,NA,NA,NA,NA,15/11/2018,2,0,0,2,30 001–50 000 Kè,0,0,0,0,2,Pardubickı kraj,10 000-19 999
190,6203,Brno,NA,NA,NA,NA,06/09/2018,3,0,1,2,30 001–50 000 Kè,1,0,0,0,2,Jihomoravskı kraj,100 000+
191,7205,Otrokovice,NA,NA,NA,NA,14/02/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Zlínskı kraj,do 999
192,6212,Moravskı Krumlov,NA,NA,NA,NA,20/09/2018,2,0,0,2,22 001–30 000 Kè,2,0,0,0,0,Jihomoravskı kraj,do 999
193,8102,Bohumín,NA,NA,NA,NA,08/11/2017,1,0,0,1,22 001–30 000 Kè,1,0,0,0,1,Moravskoslezskı kraj,20 000-49 999
194,1000,Praha,NA,NA,NA,NA,17/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
195,8113,Kravaøe,NA,NA,NA,NA,24/10/2018,4,0,0,4,50 001 Kè a více,2,0,0,0,4,Moravskoslezskı kraj,5 000-9 999
196,2102,Beroun,NA,NA,NA,NA,18/09/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Støedoèeskı kraj,do 999
197,8102,Bohumín,NA,NA,NA,NA,14/11/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Moravskoslezskı kraj,20 000-49 999
198,3111,Strakonice,NA,NA,NA,NA,21/08/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Jihoèeskı kraj,2 000-4 999
199,3116,Vimperk,NA,NA,NA,NA,29/05/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Jihoèeskı kraj,5 000-9 999
200,4203,Chomutov,NA,NA,NA,NA,08/05/2018,2,0,0,2,9 201–15 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
201,5102,Frıdlant,NA,NA,NA,NA,09/10/2018,3,0,1,2,22 001–30 000 Kè,1,0,0,0,3,Libereckı kraj,do 999
202,7208,Uherskı Brod,NA,NA,NA,NA,15/11/2017,3,0,1,2,22 001–30 000 Kè,0,0,0,0,2,Zlínskı kraj,2 000-4 999
203,5311,Pøelouè,NA,NA,NA,NA,19/03/2019,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Pardubickı kraj,5 000-9 999
204,8103,Bruntál,NA,NA,NA,NA,22/11/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Moravskoslezskı kraj,5 000-9 999
205,8106,Frıdek-Místek,NA,NA,NA,NA,12/02/2019,5,0,3,2,NA,1,0,0,0,3,Moravskoslezskı kraj,50 000-99 999
206,8119,Ostrava,NA,NA,NA,NA,27/09/2018,2,0,0,2,22 001–30 000 Kè,0,0,0,0,0,Moravskoslezskı kraj,100 000+
207,8119,Ostrava,NA,NA,NA,NA,27/09/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,100 000+
208,5102,Frıdlant,NA,NA,NA,NA,10/10/2018,5,0,2,3,30 001–50 000 Kè,2,0,0,0,3,Libereckı kraj,do 999
209,4207,Louny,NA,NA,NA,NA,10/04/2019,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Ústeckı kraj,10 000-19 999
210,7208,Uherskı Brod,NA,NA,NA,NA,11/10/2018,3,0,1,2,NA,0,0,0,0,3,Zlínskı kraj,2 000-4 999
211,8117,Opava,NA,NA,NA,NA,07/02/2019,3,0,0,3,NA,1,0,0,0,1,Moravskoslezskı kraj,1 000-1 999
212,7106,Mohelnice,NA,NA,NA,NA,06/02/2019,3,0,0,3,30 001–50 000 Kè,2,0,0,0,3,Olomouckı kraj,do 999
213,7112,Unièov,NA,NA,NA,NA,19/03/2019,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Olomouckı kraj,10 000-19 999
214,8119,Ostrava,NA,NA,NA,NA,10/04/2019,2,0,0,2,22 001–30 000 Kè,0,0,0,0,0,Moravskoslezskı kraj,100 000+
215,8119,Ostrava,NA,NA,NA,NA,27/09/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Moravskoslezskı kraj,100 000+
216,5110,eleznı Brod,NA,NA,NA,NA,19/09/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Libereckı kraj,1 000-1 999
217,6110,Pelhøimov,NA,NA,NA,NA,31/07/2018,3,0,0,3,NA,1,0,0,0,2,Kraj Vysoèina,10 000-19 999
218,6219,Vyškov,NA,NA,NA,NA,30/11/2017,2,0,0,2,15 001–22 000 Kè,2,0,0,0,2,Jihomoravskı kraj,do 999
219,4211,Roudnice nad Labem,NA,NA,NA,NA,24/10/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Ústeckı kraj,10 000-19 999
220,1000,Praha,NA,NA,NA,NA,08/08/2018,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
221,1000,Praha,NA,NA,NA,NA,05/09/2018,2,0,1,1,NA,0,0,0,0,0,Hlavní mìsto Praha,100 000+
222,3209,Plzeò,NA,NA,NA,NA,28/06/2018,4,0,0,4,30 001–50 000 Kè,1,0,0,0,2,Plzeòskı kraj,100 000+
223,6216,Šlapanice,NA,NA,NA,NA,11/07/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Jihomoravskı kraj,1 000-1 999
224,6203,Brno,NA,NA,NA,NA,05/03/2019,4,1,1,2,50 001 Kè a více,1,0,0,0,2,Jihomoravskı kraj,100 000+
225,7204,Luhaèovice,NA,NA,NA,NA,24/10/2018,3,1,0,2,NA,1,0,0,0,0,Zlínskı kraj,5 000-9 999
226,3106,Kaplice,NA,NA,NA,NA,26/07/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,2,Jihoèeskı kraj,5 000-9 999
227,3211,Rokycany,NA,NA,NA,NA,17/07/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Plzeòskı kraj,2 000-4 999
228,8106,Frıdek-Místek,NA,NA,NA,NA,02/10/2018,2,0,0,2,50 001 Kè a více,1,0,0,1,0,Moravskoslezskı kraj,2 000-4 999
229,6202,Boskovice,NA,NA,NA,NA,15/08/2018,4,0,1,3,NA,1,0,0,0,4,Jihomoravskı kraj,10 000-19 999
230,7202,Holešov,NA,NA,NA,NA,09/08/2018,6,1,1,4,NA,1,0,0,0,3,Zlínskı kraj,do 999
231,7101,Hranice,NA,NA,NA,NA,06/11/2018,1,0,0,1,NA,1,0,0,0,1,Olomouckı kraj,do 999
232,8111,Karviná,NA,NA,NA,NA,17/04/2019,3,1,0,2,NA,1,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
233,7108,Prostìjov,NA,NA,NA,NA,14/11/2017,1,0,0,1,22 001–30 000 Kè,1,0,0,0,1,Olomouckı kraj,1 000-1 999
234,4213,Teplice,NA,NA,NA,NA,14/11/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
235,7212,Vsetín,NA,NA,NA,NA,09/11/2017,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Zlínskı kraj,20 000-49 999
236,7109,Pøerov,NA,NA,NA,NA,21/11/2017,2,1,1,1,nevím/nechci odpovídat,0,0,0,0,1,Olomouckı kraj,20 000-49 999
237,3209,Plzeò,NA,NA,NA,NA,09/08/2018,3,0,0,3,30 001–50 000 Kè,2,0,0,0,3,Plzeòskı kraj,1 000-1 999
238,5105,Liberec,NA,NA,NA,NA,18/04/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Libereckı kraj,100 000+
239,5205,Hradec Králové,NA,NA,NA,NA,19/09/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Královéhradeckı kraj,50 000-99 999
240,5311,Pøelouè,NA,NA,NA,NA,10/07/2018,4,0,2,2,30 001–50 000 Kè,2,0,0,0,4,Pardubickı kraj,do 999
241,4206,Litvínov,NA,NA,NA,NA,08/11/2017,2,2,0,2,30 001–50 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
242,3101,Blatná,NA,NA,NA,NA,24/07/2018,5,0,0,5,NA,2,0,0,0,4,Jihoèeskı kraj,do 999
243,4103,Karlovy Vary,NA,NA,NA,NA,15/08/2018,2,1,0,1,15 001–22 000 Kè,1,0,0,0,0,Karlovarskı kraj,20 000-49 999
244,6107,Námìš nad Oslavou,NA,NA,NA,NA,13/09/2018,2,0,0,2,NA,1,0,0,0,0,Kraj Vysoèina,do 999
245,4213,Teplice,NA,NA,NA,NA,26/03/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,1 000-1 999
246,6220,Znojmo,NA,NA,NA,NA,20/02/2019,3,0,0,3,NA,2,0,0,0,1,Jihomoravskı kraj,1 000-1 999
247,6220,Znojmo,NA,NA,NA,NA,20/02/2019,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Jihomoravskı kraj,1 000-1 999
248,8119,Ostrava,NA,NA,NA,NA,23/11/2017,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Moravskoslezskı kraj,100 000+
249,7101,Hranice,NA,NA,NA,NA,18/04/2019,3,0,1,2,50 001 Kè a více,0,1,0,0,2,Olomouckı kraj,10 000-19 999
250,7109,Pøerov,NA,NA,NA,NA,23/11/2017,2,2,0,2,nevím/nechci odpovídat,1,0,0,0,2,Olomouckı kraj,20 000-49 999
251,2105,Èernošice,NA,NA,NA,NA,01/08/2018,2,0,1,1,15 001–22 000 Kè,1,0,0,0,0,Støedoèeskı kraj,1 000-1 999
252,5205,Hradec Králové,NA,NA,NA,NA,10/10/2018,5,1,2,2,30 001–50 000 Kè,1,1,0,0,4,Královéhradeckı kraj,50 000-99 999
253,1000,Praha,NA,NA,NA,NA,19/06/2018,1,0,0,1,NA,1,0,0,0,2,Hlavní mìsto Praha,100 000+
254,1000,Praha,NA,NA,NA,NA,22/05/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
255,7210,Valašské Meziøíèí,NA,NA,NA,NA,24/03/2019,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Zlínskı kraj,20 000-49 999
256,6208,Ivanèice,NA,NA,NA,NA,27/09/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Jihomoravskı kraj,5 000-9 999
257,5205,Hradec Králové,NA,NA,NA,NA,14/08/2018,3,0,0,3,30 001–50 000 Kè,1,0,0,0,3,Královéhradeckı kraj,50 000-99 999
258,5103,Jablonec nad Nisou,NA,NA,NA,NA,10/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Libereckı kraj,20 000-49 999
259,4207,Louny,NA,NA,NA,NA,12/09/2018,3,1,0,2,NA,0,0,0,0,0,Ústeckı kraj,10 000-19 999
260,4107,Sokolov,NA,NA,NA,NA,14/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Karlovarskı kraj,20 000-49 999
261,4103,Karlovy Vary,NA,NA,NA,NA,14/08/2018,4,0,2,2,30 001–50 000 Kè,1,0,0,0,4,Karlovarskı kraj,20 000-49 999
262,2101,Benešov,NA,NA,NA,NA,31/07/2018,3,0,0,3,22 001–30 000 Kè,1,0,0,0,1,Støedoèeskı kraj,10 000-19 999
263,1000,Praha,NA,NA,NA,NA,08/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Hlavní mìsto Praha,100 000+
264,7205,Otrokovice,NA,NA,NA,NA,20/06/2018,3,0,1,2,NA,1,0,0,0,3,Zlínskı kraj,10 000-19 999
265,1000,Praha,NA,NA,NA,NA,02/08/2018,4,0,0,4,30 001–50 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
266,1000,Praha,NA,NA,NA,NA,04/04/2019,4,0,2,2,30 001–50 000 Kè,2,0,0,0,4,Hlavní mìsto Praha,100 000+
267,4102,Cheb,NA,NA,NA,NA,25/10/2017,2,0,0,2,30 001–50 000 Kè,2,0,0,0,2,Karlovarskı kraj,20 000-49 999
268,8117,Opava,NA,NA,NA,NA,23/11/2017,5,1,3,2,22 001–30 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
269,6113,Tøebíè,NA,NA,NA,NA,01/11/2018,2,0,0,2,15 001–22 000 Kè,0,0,0,0,2,Kraj Vysoèina,20 000-49 999
270,2117,Neratovice,NA,NA,NA,NA,14/08/2018,1,0,0,1,15 001–22 000 Kè,1,0,0,0,1,Støedoèeskı kraj,2 000-4 999
271,1000,Praha,NA,NA,NA,NA,01/08/2018,4,0,2,2,22 001–30 000 Kè,1,0,0,0,4,Hlavní mìsto Praha,100 000+
272,1000,Praha,NA,NA,NA,NA,25/09/2018,3,0,0,3,NA,0,0,0,0,0,Hlavní mìsto Praha,100 000+
273,1000,Praha,NA,NA,NA,NA,14/08/2018,3,1,0,2,NA,1,0,0,0,0,Hlavní mìsto Praha,100 000+
274,1000,Praha,NA,NA,NA,NA,06/02/2019,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
275,1000,Praha,NA,NA,NA,NA,08/08/2018,4,0,0,4,NA,2,0,0,0,4,Hlavní mìsto Praha,100 000+
276,1000,Praha,NA,NA,NA,NA,06/02/2019,3,0,0,3,30 001–50 000 Kè,3,0,0,0,1,Hlavní mìsto Praha,100 000+
277,8119,Ostrava,NA,NA,NA,NA,16/05/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Moravskoslezskı kraj,100 000+
278,8117,Opava,NA,NA,NA,NA,19/03/2019,2,0,0,2,NA,0,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
279,7205,Otrokovice,NA,NA,NA,NA,03/10/2018,2,0,0,2,NA,1,0,0,0,1,Zlínskı kraj,5 000-9 999
280,7205,Otrokovice,NA,NA,NA,NA,04/10/2018,2,0,0,2,NA,1,0,0,0,0,Zlínskı kraj,5 000-9 999
281,7203,Kromìøí,NA,NA,NA,NA,06/03/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Zlínskı kraj,20 000-49 999
282,8106,Frıdek-Místek,NA,NA,NA,NA,16/11/2017,4,1,0,4,50 001 Kè a více,3,0,0,0,1,Moravskoslezskı kraj,50 000-99 999
283,6204,Bøeclav,NA,NA,NA,NA,17/04/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Jihomoravskı kraj,2 000-4 999
284,6220,Znojmo,NA,NA,NA,NA,29/08/2018,3,0,1,2,30 001–50 000 Kè,1,0,0,0,3,Jihomoravskı kraj,1 000-1 999
285,6221,idlochovice,NA,NA,NA,NA,19/02/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Jihomoravskı kraj,2 000-4 999
286,6203,Brno,NA,NA,NA,NA,07/11/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,1,Jihomoravskı kraj,100 000+
287,6105,Jihlava,NA,NA,NA,NA,17/04/2019,3,0,0,3,50 001 Kè a více,1,0,0,0,0,Kraj Vysoèina,5 000-9 999
288,4206,Litvínov,NA,NA,NA,NA,24/10/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,20 000-49 999
289,5206,Jaromìø,NA,NA,NA,NA,04/10/2018,2,0,0,2,NA,0,0,0,0,0,Královéhradeckı kraj,10 000-19 999
290,4207,Louny,NA,NA,NA,NA,14/03/2019,2,1,0,1,NA,0,0,0,0,0,Ústeckı kraj,2 000-4 999
291,4207,Louny,NA,NA,NA,NA,12/03/2019,2,0,0,2,NA,0,0,0,0,1,Ústeckı kraj,2 000-4 999
292,4203,Chomutov,NA,NA,NA,NA,28/08/2018,2,0,1,1,22 001–30 000 Kè,1,0,0,0,2,Ústeckı kraj,20 000-49 999
293,6220,Znojmo,NA,NA,NA,NA,23/11/2017,2,0,0,2,22 001–30 000 Kè,1,0,0,0,1,Jihomoravskı kraj,1 000-1 999
294,4213,Teplice,NA,NA,NA,NA,14/03/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Ústeckı kraj,1 000-1 999
295,4202,Dìèín,NA,NA,NA,NA,10/10/2018,1,0,0,1,22 001–30 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
296,4212,Rumburk,NA,NA,NA,NA,09/05/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Ústeckı kraj,2 000-4 999
297,3209,Plzeò,NA,NA,NA,NA,29/05/2018,1,0,0,1,NA,1,0,0,0,0,Plzeòskı kraj,100 000+
298,8109,Hluèín,NA,NA,NA,NA,26/10/2017,2,0,0,2,nevím/nechci odpovídat,0,0,0,0,0,Moravskoslezskı kraj,10 000-19 999
299,2120,Pøíbram,NA,NA,NA,NA,27/02/2019,2,0,0,2,30 001–50 000 Kè,2,0,0,1,2,Støedoèeskı kraj,2 000-4 999
300,2118,Nymburk,NA,NA,NA,NA,24/10/2018,4,1,1,2,NA,1,0,0,0,3,Støedoèeskı kraj,10 000-19 999
301,2111,Kralupy nad Vltavou,NA,NA,NA,NA,02/04/2019,4,2,0,2,NA,1,0,0,0,3,Støedoèeskı kraj,10 000-19 999
302,5313,Ústí nad Orlicí,NA,NA,NA,NA,03/10/2017,2,0,0,2,50 001 Kè a více,2,0,0,1,2,Pardubickı kraj,10 000-19 999
303,1000,Praha,NA,NA,NA,NA,02/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Hlavní mìsto Praha,100 000+
304,1000,Praha,NA,NA,NA,NA,30/10/2018,3,1,0,2,30 001–50 000 Kè,1,0,0,0,2,Hlavní mìsto Praha,100 000+
305,1000,Praha,NA,NA,NA,NA,10/10/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,1,Hlavní mìsto Praha,100 000+
306,1000,Praha,NA,NA,NA,NA,21/08/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
307,1000,Praha,NA,NA,NA,NA,21/08/2018,4,0,0,4,50 001 Kè a více,1,0,0,0,0,Hlavní mìsto Praha,100 000+
308,1000,Praha,NA,NA,NA,NA,25/07/2018,2,0,0,2,50 001 Kè a více,1,1,0,1,0,Hlavní mìsto Praha,100 000+
309,1000,Praha,NA,NA,NA,NA,06/11/2018,2,0,0,2,15 001–22 000 Kè,2,0,0,0,0,Hlavní mìsto Praha,100 000+
310,1000,Praha,NA,NA,NA,NA,01/08/2018,2,0,0,2,50 001 Kè a více,2,0,0,0,2,Hlavní mìsto Praha,100 000+
311,1000,Praha,NA,NA,NA,NA,01/08/2018,1,0,0,1,22 001–30 000 Kè,1,0,0,0,1,Hlavní mìsto Praha,100 000+
312,1000,Praha,NA,NA,NA,NA,27/02/2019,3,0,0,3,NA,1,0,0,0,1,Hlavní mìsto Praha,100 000+
313,1000,Praha,NA,NA,NA,NA,15/08/2018,1,0,0,1,22 001–30 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
314,1000,Praha,NA,NA,NA,NA,13/02/2019,2,0,0,2,22 001–30 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
315,1000,Praha,NA,NA,NA,NA,15/08/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
316,7113,Zábøeh,NA,NA,NA,NA,14/11/2017,3,0,1,2,nevím/nechci odpovídat,1,0,0,1,3,Olomouckı kraj,10 000-19 999
317,1000,Praha,NA,NA,NA,NA,28/07/2018,4,2,0,2,50 001 Kè a více,0,1,0,0,0,Hlavní mìsto Praha,100 000+
318,4203,Chomutov,NA,NA,NA,NA,23/11/2017,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Ústeckı kraj,10 000-19 999
319,2125,Vlašim,NA,NA,NA,NA,07/06/2018,3,0,2,1,22 001–30 000 Kè,1,0,0,0,3,Støedoèeskı kraj,10 000-19 999
320,2101,Benešov,NA,NA,NA,NA,31/07/2018,3,0,0,3,30 001–50 000 Kè,1,0,0,0,4,Støedoèeskı kraj,5 000-9 999
321,2110,Kolín,NA,NA,NA,NA,14/03/2019,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Støedoèeskı kraj,20 000-49 999
322,2111,Kralupy nad Vltavou,NA,NA,NA,NA,06/09/2018,1,0,0,1,NA,0,0,0,0,0,Støedoèeskı kraj,10 000-19 999
323,2112,Kutná Hora,NA,NA,NA,NA,03/10/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Støedoèeskı kraj,2 000-4 999
324,6217,Tišnov,NA,NA,NA,NA,31/10/2017,4,0,0,4,nevím/nechci odpovídat,2,0,0,0,0,Jihomoravskı kraj,1 000-1 999
325,2105,Èernošice,NA,NA,NA,NA,24/07/2018,3,1,0,2,NA,1,1,0,0,2,Støedoèeskı kraj,5 000-9 999
326,2123,Sedlèany,NA,NA,NA,NA,09/04/2019,3,0,0,3,50 001 Kè a více,1,0,0,0,0,Støedoèeskı kraj,5 000-9 999
327,2107,Dobøíš,NA,NA,NA,NA,01/08/2018,3,0,0,3,50 001 Kè a více,1,1,0,1,3,Støedoèeskı kraj,do 999
328,3104,Daèice,NA,NA,NA,NA,18/09/2018,3,0,0,3,50 001 Kè a více,1,1,0,0,3,Jihoèeskı kraj,2 000-4 999
329,3102,Èeské Budìjovice,NA,NA,NA,NA,26/06/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Jihoèeskı kraj,2 000-4 999
330,3117,Vodòany,NA,NA,NA,NA,21/06/2018,4,0,0,4,50 001 Kè a více,3,0,0,2,4,Jihoèeskı kraj,5 000-9 999
331,4103,Karlovy Vary,NA,NA,NA,NA,05/09/2018,4,0,2,2,30 001–50 000 Kè,1,0,0,0,2,Karlovarskı kraj,20 000-49 999
332,4206,Litvínov,NA,NA,NA,NA,23/11/2017,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Ústeckı kraj,2 000-4 999
333,4209,Most,NA,NA,NA,NA,04/07/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,50 000-99 999
334,7207,Uherské Hradištì,NA,NA,NA,NA,28/11/2017,4,0,0,4,nevím/nechci odpovídat,3,0,0,0,4,Zlínskı kraj,do 999
335,6114,Velké Meziøíèí,NA,NA,NA,NA,31/10/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Kraj Vysoèina,do 999
336,8119,Ostrava,NA,NA,NA,NA,16/05/2018,2,0,0,2,NA,1,0,0,0,0,Moravskoslezskı kraj,100 000+
337,8112,Kopøivnice,NA,NA,NA,NA,23/11/2017,2,0,0,2,nevím/nechci odpovídat,2,0,0,0,2,Moravskoslezskı kraj,20 000-49 999
338,7113,Zábøeh,NA,NA,NA,NA,07/06/2018,6,0,2,4,50 001 Kè a více,1,1,0,0,5,Olomouckı kraj,10 000-19 999
339,6216,Šlapanice,NA,NA,NA,NA,19/07/2018,3,0,0,3,30 001–50 000 Kè,1,0,0,1,1,Jihomoravskı kraj,1 000-1 999
340,8115,Novı Jièín,NA,NA,NA,NA,24/04/2019,4,0,2,2,30 001–50 000 Kè,2,0,0,0,4,Moravskoslezskı kraj,1 000-1 999
341,8108,Havíøov,NA,NA,NA,NA,26/06/2018,1,0,0,1,22 001–30 000 Kè,1,0,0,0,1,Moravskoslezskı kraj,50 000-99 999
342,2105,Èernošice,NA,NA,NA,NA,04/10/2018,2,0,0,2,15 001–22 000 Kè,2,0,0,0,0,Støedoèeskı kraj,1 000-1 999
343,3102,Èeské Budìjovice,NA,NA,NA,NA,28/02/2019,2,0,0,2,NA,1,0,0,0,2,Jihoèeskı kraj,50 000-99 999
344,5214,Trutnov,NA,NA,NA,NA,10/10/2017,3,0,1,2,22 001–30 000 Kè,1,0,0,0,0,Královéhradeckı kraj,5 000-9 999
345,5205,Hradec Králové,NA,NA,NA,NA,11/10/2018,4,0,2,2,50 001 Kè a více,1,0,0,0,4,Královéhradeckı kraj,50 000-99 999
346,7204,Luhaèovice,NA,NA,NA,NA,25/10/2018,3,0,0,3,30 001–50 000 Kè,1,0,0,0,1,Zlínskı kraj,5 000-9 999
347,7213,Zlín,NA,NA,NA,NA,03/10/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Zlínskı kraj,do 999
348,4107,Sokolov,NA,NA,NA,NA,05/09/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Karlovarskı kraj,20 000-49 999
349,6204,Bøeclav,NA,NA,NA,NA,11/04/2019,3,0,0,3,NA,2,0,0,0,2,Jihomoravskı kraj,20 000-49 999
350,7213,Zlín,NA,NA,NA,NA,10/10/2018,4,0,0,4,NA,3,0,1,1,0,Zlínskı kraj,do 999
351,8113,Kravaøe,NA,NA,NA,NA,24/10/2018,4,0,1,3,30 001–50 000 Kè,1,0,0,0,3,Moravskoslezskı kraj,5 000-9 999
352,8111,Karviná,NA,NA,NA,NA,17/10/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
353,5207,Jièín,NA,NA,NA,NA,19/07/2018,1,0,0,1,22 001–30 000 Kè,1,0,0,0,1,Královéhradeckı kraj,10 000-19 999
354,3212,Stod,NA,NA,NA,NA,06/11/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Plzeòskı kraj,do 999
355,5106,Novı Bor,NA,NA,NA,NA,10/05/2018,4,0,1,3,50 001 Kè a více,2,1,0,1,2,Libereckı kraj,1 000-1 999
356,4216,atec,NA,NA,NA,NA,10/05/2018,2,0,0,2,22 001–30 000 Kè,2,0,0,1,1,Ústeckı kraj,do 999
357,7203,Kromìøí,NA,NA,NA,NA,06/03/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Zlínskı kraj,20 000-49 999
358,7104,Lipník nad Beèvou,NA,NA,NA,NA,07/11/2018,2,0,0,2,NA,1,0,0,0,2,Olomouckı kraj,do 999
359,7102,Jeseník,NA,NA,NA,NA,08/08/2018,3,0,0,3,NA,1,0,0,0,1,Olomouckı kraj,10 000-19 999
360,7108,Prostìjov,NA,NA,NA,NA,29/11/2017,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Olomouckı kraj,do 999
